CET Number,Physics,Chemistry,Math,Total
736031234,17,20,17,54
736031235,47,46,43,136
736031236,36,46,38,120
736031238,23,22,23,68
736031239,19,20,18,57
736031240,22,16,9,47
736031241,16,22,13,51
736031242,35,33,18,86
736031243,38,35,29,102
736031244,12,14,16,42
736031245,10,22,13,45
736031246,19,18,15,52
736031247,26,17,12,55
736031248,18,16,14,48
736031249,42,37,27,106
736031250,42,48,25,115
736031251,31,30,28,89
736031252,18,22,19,59
736031253,18,20,10,48
736031254,40,41,21,102
736031255,20,19,16,55
736031256,39,34,21,94
736031257,27,22,17,66
736031258,17,24,13,54
736031259,16,20,13,49
736031260,20,15,21,56
736031261,18,26,15,59
736031263,33,36,29,98
736031264,24,28,13,65
736031265,22,21,15,58
736031266,23,22,18,63
736031267,15,18,20,53
736031268,29,23,23,75
736031269,17,22,12,51
736031270,10,13,19,42
736031271,23,15,18,56
736031272,42,50,21,113
736031273,-,24,29,-
736031274,28,29,42,99
736031275,16,16,14,46
736031276,58,49,40,147
736031277,18,19,13,50
736031278,22,17,22,61
736031279,21,24,27,72
736031280,17,12,20,49
736031281,31,42,25,98
736031282,21,19,18,58
736031283,32,34,18,84
736031284,14,23,25,62
736031285,42,43,13,98
736031286,43,44,19,106
736031287,18,22,15,55
736031288,18,29,12,59
736031289,-,22,18,-
736031290,-,-,20,-
736031291,-,15,18,-
736031292,37,40,20,97
736031293,36,43,31,110
736031294,12,13,16,41
736031295,14,13,20,47
736031296,42,49,-,-
736031297,21,9,22,52
736031298,16,31,16,63
736031299,46,45,26,117
736031300,19,20,19,58
736031301,-,23,11,-
736031302,22,27,21,70
736031303,32,33,25,90
736031304,42,35,20,97
736031305,35,45,31,111
736031306,21,14,15,50
736031307,20,20,17,57
736031309,17,15,11,43
736031310,26,33,21,80
736031311,18,23,14,55
736031312,13,21,15,49
736031313,18,24,14,56
736031314,26,24,26,76
736031315,22,17,19,58
736031316,15,16,15,46
736031317,24,24,17,65
736031318,-,20,14,-
736031319,21,22,13,56
736031320,13,23,19,55
736031321,31,37,25,93
736031323,18,26,20,64
736031324,20,22,19,61
736031325,20,15,20,55
736031326,19,-,13,-
736031327,23,21,-,-
736031328,24,19,16,59
736031329,31,38,18,87
736031330,34,33,23,90
736031331,19,19,15,53
736031332,20,13,10,43
736031333,38,41,35,114
736031334,36,38,17,91
736031335,34,27,21,82
736031336,17,22,19,58
736031338,39,44,16,99
736031339,18,20,15,53
736031340,20,25,21,66
736031341,41,44,26,111
736031342,25,25,14,64
736031343,9,20,12,41
736031345,22,23,14,59
736031346,12,14,11,37
736031347,20,20,16,56
736031348,24,18,16,58
736031349,25,19,11,55
736031350,41,30,35,106
736031351,24,22,21,67
736031352,18,19,19,56
736031353,35,27,18,80
736031354,26,26,22,74
736031355,26,18,15,59
736031356,40,35,28,103
736031357,28,35,28,91
736031358,-,19,17,-
736031359,29,26,30,85
736031360,33,37,24,94
736031361,18,17,20,55
736031362,20,19,-,-
736031363,17,21,14,52
736031364,20,19,18,57
736031365,37,36,21,94
736031366,13,17,15,45
736031367,31,20,18,69
736031368,12,21,10,43
736031369,18,24,18,60
736031370,-,13,18,-
736031371,27,29,27,83
736031372,13,-,19,-
736031373,14,13,18,45
736031374,15,20,18,53
736031375,18,16,12,46
736031376,20,28,22,70
736031377,21,21,14,56
736031378,15,28,24,67
736031379,39,36,28,103
736031380,22,19,27,68
736031381,14,23,13,50
736031382,14,20,18,52
736031383,18,22,15,55
736031384,34,31,22,87
736031385,16,29,32,77
736031386,17,33,29,79
736031387,21,39,34,94
736031388,18,48,43,109
736031389,17,24,20,61
736031390,13,21,-,-
736031391,-,20,14,-
736031392,17,15,18,50
736031393,12,23,24,59
736031394,12,36,39,87
736031395,17,54,37,108
736031396,9,28,19,56
736031397,13,20,13,46
736031398,18,23,12,53
736031399,19,39,24,82
736031400,14,17,17,48
736031401,15,23,19,57
736031402,11,30,31,72
736031403,12,27,18,57
736031404,14,15,17,46
736031405,16,43,29,88
736031406,11,21,20,52
736031407,12,41,48,101
736031408,13,36,29,78
736031409,22,17,10,49
736031410,15,29,24,68
736031411,16,24,21,61
736031412,18,16,18,52
736031413,15,12,17,44
736031414,20,19,16,55
736031415,29,30,36,95
736031416,31,34,28,93
736031417,27,31,32,90
736031418,20,16,12,48
736031419,28,39,16,83
736031420,-,-,14,-
736031421,15,12,15,42
736031422,16,14,17,47
736031423,31,32,30,93
736031424,22,14,10,46
736031425,19,20,20,59
736031426,21,15,16,52
736031427,36,51,20,107
736031428,19,18,21,58
736031429,11,22,18,51
736031431,-,12,12,-
736031432,30,31,19,80
736031433,23,30,19,72
736031434,42,52,21,115
736031435,29,39,30,98
736031436,25,24,24,73
736031437,16,18,15,49
736031438,23,17,19,59
736031439,32,34,33,99
736031440,22,25,22,69
736031441,18,18,13,49
736031442,14,23,16,53
736031443,25,34,28,87
736031444,-,17,16,-
736031445,18,16,21,55
736031446,27,27,26,80
736031447,40,45,27,112
736031448,40,45,25,110
736031449,-,18,15,-
736031450,27,27,23,77
736031451,20,14,15,49
736031452,34,33,22,89
736031453,18,23,22,63
736031454,18,23,14,55
736031455,13,25,25,63
736031456,20,17,16,53
736031457,26,23,23,72
736031458,20,18,17,55
736031459,19,18,15,52
736031460,-,16,10,-
736031461,33,33,23,89
736031462,-,19,19,-
736031463,27,25,24,76
736031464,32,34,37,103
736031465,17,22,21,60
736031466,17,18,17,52
736031467,27,32,19,78
736031468,28,24,24,76
736031469,16,26,19,61
736031470,21,26,14,61
736031471,19,24,12,55
736031472,16,17,19,52
736031473,13,18,17,48
736031474,17,18,-,-
736031475,20,14,16,50
736031476,27,27,20,74
736031477,11,19,18,48
736031478,38,44,25,107
736031479,29,20,25,74
736031480,10,14,14,38
736031481,11,15,12,38
736031482,10,9,16,35
736031483,10,14,15,39
736031484,14,21,18,53
736031485,10,14,19,43
736031486,10,-,13,-
736031487,15,17,12,44
736031488,11,16,17,44
736031489,-,11,21,-
736031490,13,18,12,43
736031491,15,15,14,44
736031492,16,15,11,42
736031494,11,13,18,42
736031495,24,17,26,67
736031496,15,14,16,45
736031497,17,13,16,46
736031498,17,16,22,55
736031499,23,19,39,81
736031500,11,13,20,44
736031502,15,20,16,51
736031503,14,21,20,55
736031504,18,15,21,54
736031505,22,31,22,75
736031506,50,51,51,152
736031507,50,50,52,152
736031508,28,16,14,58
736031509,48,48,47,143
736031510,46,48,51,145
736031511,19,17,17,53
736031512,44,43,41,128
736031513,24,22,15,61
736031514,21,16,9,46
736031515,29,26,29,84
736031516,33,32,28,93
736031518,37,39,29,105
736031519,27,37,24,88
736031520,28,36,29,93
736031521,19,15,16,50
736031522,21,18,-,-
736031523,43,51,50,144
736031524,-,17,11,-
736031525,18,12,13,43
736031526,20,23,-,-
736031527,22,20,13,55
736031528,23,21,17,61
736031529,35,42,27,104
736031530,40,41,23,104
736031531,18,22,9,49
736031532,32,32,29,93
736031533,39,44,33,116
736031534,52,45,33,130
736031535,36,33,27,96
736031536,17,18,19,54
736031537,30,29,25,84
736031538,35,22,28,85
736031539,27,32,12,71
736031540,33,36,29,98
736031541,16,20,12,48
736031542,-,12,15,-
736031543,21,17,16,54
736031544,24,23,15,62
736031545,23,14,16,53
736031546,25,25,17,67
736031547,15,20,16,51
736031548,25,28,31,84
736031549,13,14,22,49
736031550,15,13,18,46
736031551,27,21,27,75
736031552,28,26,19,73
736031553,23,22,23,68
736031554,17,21,15,53
736031555,24,12,19,55
736031557,18,21,16,55
736031558,20,21,25,66
736031559,21,15,27,63
736031560,18,15,22,55
736031561,44,38,31,113
736031562,17,15,19,51
736031563,38,36,31,105
736031564,28,23,12,63
736031565,9,17,11,37
736031567,13,23,22,58
736031568,27,26,16,69
736031569,24,22,15,61
736031570,12,13,14,39
736031571,19,22,17,58
736031572,55,52,30,137
736031573,20,-,14,-
736031574,20,19,20,59
736031575,29,34,18,81
736031576,21,18,24,63
736031577,27,31,23,81
736031578,23,23,24,70
736031579,21,33,25,79
736031580,19,-,14,-
736031581,32,37,30,99
736031582,20,15,17,52
736031583,11,15,16,42
736031584,16,12,20,48
736031585,15,19,22,56
736031586,28,34,16,78
736031588,-,-,15,-
736031589,21,28,16,65
736031590,29,35,39,103
736031591,23,23,13,59
736031593,18,24,19,61
736031594,17,17,24,58
736031595,25,27,14,66
736031597,16,22,23,61
736031598,9,18,21,48
736031599,19,-,17,-
736031600,11,18,15,44
736031601,15,17,18,50
736031602,20,21,26,67
736031603,13,17,12,42
736031604,19,22,16,57
736031605,-,18,19,-
736031606,22,13,19,54
736031607,16,14,19,49
736031608,35,37,23,95
736031609,16,17,14,47
736031610,28,32,32,92
736031612,23,26,13,62
736031613,21,23,15,59
736031614,28,30,34,92
736031615,17,20,12,49
736031617,22,21,11,54
736031618,19,16,12,47
736031619,14,16,20,50
736031620,26,20,20,66
736031621,21,18,15,54
736031622,18,15,16,49
736031623,-,17,12,-
736031624,20,-,15,-
736031625,34,43,20,97
736031626,-,14,-,-
736031627,20,23,12,55
736031628,25,-,25,-
736031629,25,21,20,66
736031630,13,15,16,44
736031631,16,20,15,51
736031632,13,20,18,51
736031633,19,22,15,56
736031634,24,24,25,73
736031635,19,14,14,47
736031636,16,14,20,50
736031637,19,21,16,56
736031638,22,19,19,60
736031639,16,12,19,47
736031640,-,23,20,-
736031641,19,23,11,53
736031642,14,28,16,58
736031643,18,18,15,51
736031644,16,12,19,47
736031645,40,31,28,99
736031646,19,23,27,69
736031647,20,13,19,52
736031648,17,20,16,53
736031649,17,22,16,55
736031650,17,13,18,48
736031651,33,26,34,93
736031652,21,27,17,65
736031653,17,22,12,51
736031654,21,19,22,62
736031655,20,16,13,49
736031656,-,13,13,-
736031657,12,13,12,37
736031658,18,15,14,47
736031659,19,20,9,48
736031660,20,19,16,55
736031661,21,12,14,47
736031663,19,20,21,60
736031664,15,19,14,48
736031665,23,23,13,59
736031666,14,16,15,45
736031667,17,19,12,48
736031668,18,19,17,54
736031669,16,20,13,49
736031670,20,19,18,57
736031672,20,18,14,52
736031673,13,11,8,32
736031675,14,20,8,42
736031677,25,23,17,65
736031678,14,20,16,50
736031679,14,16,12,42
736031680,11,14,19,44
736031681,21,17,17,55
736031682,36,45,19,100
736031683,20,-,17,-
736031684,18,14,17,49
736031685,16,20,15,51
736031686,17,17,15,49
736031687,17,17,17,51
736031688,20,13,19,52
736031689,19,13,20,52
736031690,19,18,16,53
736031691,14,11,17,42
736031692,15,20,-,-
736031693,16,18,14,48
736031694,22,30,22,74
736031695,13,19,18,50
736031696,-,21,21,-
736031697,13,10,16,39
736031698,14,-,16,-
736031699,9,20,20,49
736031700,11,20,14,45
736031701,19,21,14,54
736031703,19,-,12,-
736031704,-,18,9,-
736031705,18,17,14,49
736031706,27,23,25,75
736031707,16,19,17,52
736031708,20,21,15,56
736031709,16,18,16,50
736031710,18,18,14,50
736031711,14,15,15,44
736031712,-,25,18,-
736031713,14,-,15,-
736031714,15,18,23,56
736031715,20,17,14,51
736031716,21,15,13,49
736031717,15,14,15,44
736031718,16,14,9,39
736031719,37,36,35,108
736031720,18,12,14,44
736031723,18,19,16,53
736031724,-,17,17,-
736031726,18,13,20,51
736031727,19,24,12,55
736031728,13,19,21,53
736031729,25,31,19,75
736031730,-,24,16,-
736031731,22,18,-,-
736031732,-,17,15,-
736031733,15,12,14,41
736031734,19,18,13,50
736031735,-,13,9,-
736031736,27,26,12,65
736031737,20,15,13,48
736031738,16,20,10,46
736031739,23,15,16,54
736031740,15,25,14,54
736031741,22,-,15,-
736031742,20,21,16,57
736031743,53,50,55,158
736031744,44,37,43,124
736031745,25,26,20,71
736031746,27,27,21,75
736031747,24,23,13,60
736031748,30,34,20,84
736031749,27,41,46,114
736031750,47,42,47,136
736031752,21,28,32,81
736031753,22,15,21,58
736031754,31,36,36,103
736031755,38,29,41,108
736031756,26,25,21,72
736031757,26,24,21,71
736031758,21,22,19,62
736031759,21,20,26,67
736031760,29,25,20,74
736031761,31,42,38,111
736031762,36,43,34,113
736031763,27,18,28,73
736031764,17,26,18,61
736031765,19,-,9,-
736031766,31,33,31,95
736031767,20,15,19,54
736031768,19,19,16,54
736031769,19,17,13,49
736031770,32,28,21,81
736031771,12,20,18,50
736031772,43,35,39,117
736031773,17,14,13,44
736031774,-,19,16,-
736031775,37,27,35,99
736031776,43,45,44,132
736031777,39,38,37,114
736031778,-,33,27,-
736031779,21,21,16,58
736031780,15,21,20,56
736031781,21,19,21,61
736031782,31,35,34,100
736031783,20,23,21,64
736031784,30,18,17,65
736031785,48,46,44,138
736031786,42,39,38,119
736031787,17,25,19,61
736031788,39,29,27,95
736031789,22,29,24,75
736031790,29,27,29,85
736031791,20,20,18,58
736031792,15,18,16,49
736031793,31,40,39,110
736031794,40,44,43,127
736031795,21,38,39,98
736031796,27,26,34,87
736031797,19,19,15,53
736031799,39,52,51,142
736031800,21,14,11,46
736031801,21,16,16,53
736031802,18,22,17,57
736031803,17,25,30,72
736031804,11,19,16,46
736031805,26,29,28,83
736031806,22,20,23,65
736031807,25,22,19,66
736031808,25,29,18,72
736031809,46,42,44,132
736031810,15,19,18,52
736031811,29,35,26,90
736031812,19,22,16,57
736031813,20,24,10,54
736031814,30,32,39,101
736031815,16,13,17,46
736031816,26,29,26,81
736031817,19,9,18,46
736031818,37,28,35,100
736031819,16,20,18,54
736031820,30,37,32,99
736031821,27,32,28,87
736031822,28,-,31,-
736031823,23,23,19,65
736031824,20,-,22,-
736031825,14,28,32,74
736031826,15,35,38,88
736031828,14,24,20,58
736031829,11,33,37,81
736031830,14,28,28,70
736031831,17,28,28,73
736031832,16,31,-,-
736031833,15,15,16,46
736031834,19,21,16,56
736031835,18,33,32,83
736031836,18,-,41,-
736031837,19,42,-,-
736031838,18,42,41,101
736031839,22,40,40,102
736031840,21,42,43,106
736031841,18,21,22,61
736031842,18,21,20,59
736031843,14,21,20,55
736031844,11,13,16,40
736031845,31,27,17,75
736031846,22,24,26,72
736031847,17,19,17,53
736031848,46,39,37,122
736031849,19,17,15,51
736031850,21,-,18,-
736031852,30,27,25,82
736031853,41,37,34,112
736031854,31,30,40,101
736031855,22,20,16,58
736031856,23,17,17,57
736031857,22,18,9,49
736031858,28,24,22,74
736031859,13,20,12,45
736031860,21,19,17,57
736031861,-,16,19,-
736031862,28,15,23,66
736031863,24,21,23,68
736031864,24,23,15,62
736031865,24,29,36,89
736031866,25,21,25,71
736031867,24,24,34,82
736031869,17,19,22,58
736031870,18,21,14,53
736031871,13,16,17,46
736031872,19,27,27,73
736031873,28,24,29,81
736031874,16,13,21,50
736031875,17,18,19,54
736031876,37,39,37,113
736031877,24,22,12,58
736031878,26,15,20,61
736031879,22,24,22,68
736031880,23,20,22,65
736031881,25,20,19,64
736031882,14,13,15,42
736031883,24,25,11,60
736031884,19,26,19,64
736031885,17,22,10,49
736031886,12,19,15,46
736031887,20,15,15,50
736031888,28,26,26,80
736031889,26,25,14,65
736031890,37,35,31,103
736031891,11,24,17,52
736031892,24,17,19,60
736031893,13,15,7,35
736031894,19,22,21,62
736031895,30,29,31,90
736031896,20,22,19,61
736031897,20,17,16,53
736031898,15,10,12,37
736031899,19,18,19,56
736031900,17,13,15,45
736031901,22,18,12,52
736031902,21,20,15,56
736031903,27,21,14,62
736031904,-,21,13,-
736031905,15,19,16,50
736031906,14,11,12,37
736031907,12,15,13,40
736031908,18,19,13,50
736031909,20,12,6,38
736034074,-,-,11,-
736036024,-,27,-,-
737030024,18,-,-,-
737030310,23,-,-,-
737030537,-,-,26,-
737031001,49,53,42,144
737031002,23,23,19,65
737031003,19,24,17,60
737031004,43,33,40,116
737031005,14,22,15,51
737031006,17,18,21,56
737031007,23,15,19,57
737031008,25,22,18,65
737031009,26,24,24,74
737031010,15,22,18,55
737031011,19,20,18,57
737031012,21,27,21,69
737031013,27,32,18,77
737031014,23,22,23,68
737031015,18,18,14,50
737031016,39,40,21,100
737031017,27,24,24,75
737031018,10,13,13,36
737031019,37,40,30,107
737031020,48,42,31,121
737031021,18,21,24,63
737031022,17,15,14,46
737031023,19,20,24,63
737031024,-,11,15,-
737031025,13,15,14,42
737031026,34,38,26,98
737031027,23,25,19,67
737031028,16,23,15,54
737031030,25,22,18,65
737031031,21,19,16,56
737031032,13,22,20,55
737031033,21,29,23,73
737031034,19,19,14,52
737031035,31,35,24,90
737031036,21,16,20,57
737031037,19,22,21,62
737031038,48,48,24,120
737031039,21,23,25,69
737031040,12,17,22,51
737031041,20,21,14,55
737031042,22,20,18,60
737031043,24,32,16,72
737031044,42,35,16,93
737031045,36,33,24,93
737031046,19,18,25,62
737031047,38,34,39,111
737031048,32,32,27,91
737031049,13,19,9,41
737031050,50,46,48,144
737031051,32,20,24,76
737031052,24,30,31,85
737031053,22,29,26,77
737031054,19,16,20,55
737031055,41,36,34,111
737031056,17,20,14,51
737031057,27,27,23,77
737031058,30,27,19,76
737031059,14,24,17,55
737031060,16,22,16,54
737031061,-,19,11,-
737031062,22,27,21,70
737031063,17,17,19,53
737031064,18,19,16,53
737031065,-,16,11,-
737031066,25,26,22,73
737031067,26,26,24,76
737031068,33,35,27,95
737031069,24,31,21,76
737031070,36,35,28,99
737031071,17,22,18,57
737031072,14,15,20,49
737031073,29,33,24,86
737031074,-,37,28,-
737031075,16,22,20,58
737031076,-,19,20,-
737031077,15,23,18,56
737031078,20,25,16,61
737031079,14,16,21,51
737031080,-,25,18,-
737031081,25,19,14,58
737031082,26,-,19,-
737031083,16,15,23,54
737031084,18,13,14,45
737031086,25,19,19,63
737031087,17,16,21,54
737031088,11,20,18,49
737031089,18,16,18,52
737031090,23,22,22,67
737031091,27,32,27,86
737031092,16,22,14,52
737031093,13,24,15,52
737031094,33,45,16,94
737031095,37,43,22,102
737031096,35,38,33,106
737031097,21,21,15,57
737031098,18,20,10,48
737031099,20,24,14,58
737031100,19,21,19,59
737031101,19,27,14,60
737031102,24,16,19,59
737031103,21,19,19,59
737031104,18,22,17,57
737031105,22,16,15,53
737031106,20,29,22,71
737031107,20,12,22,54
737031108,21,19,20,60
737031109,-,47,42,-
737031110,23,29,26,78
737031111,26,24,15,65
737031112,13,26,18,57
737031113,29,18,13,60
737031114,40,39,39,118
737031115,16,21,24,61
737031116,15,23,20,58
737031117,13,24,17,54
737031118,37,50,32,119
737031119,28,26,16,70
737031120,13,14,18,45
737031121,22,22,19,63
737031122,15,17,22,54
737031123,19,20,18,57
737031124,20,19,14,53
737031125,32,33,26,91
737031126,36,40,27,103
737031127,17,33,22,72
737031128,18,27,22,67
737031129,20,20,20,60
737031130,20,19,11,50
737031131,22,12,12,46
737031132,16,19,15,50
737031133,19,21,27,67
737031134,20,17,16,53
737031135,23,22,14,59
737031136,15,19,14,48
737031137,29,24,21,74
737031138,23,15,-,-
737031139,15,24,20,59
737031140,40,49,32,121
737031141,12,13,16,41
737031142,23,22,19,64
737031143,20,16,19,55
737031144,26,25,28,79
737031145,13,-,18,-
737031147,22,19,19,60
737031148,21,18,15,54
737031149,23,18,15,56
737031150,18,16,15,49
737031151,26,35,26,87
737031153,19,17,18,54
737031154,30,22,14,66
737031155,21,19,14,54
737031156,25,33,12,70
737031157,22,19,20,61
737031158,22,17,13,52
737031159,38,37,30,105
737031160,12,20,21,53
737031162,20,16,14,50
737031163,16,18,17,51
737031164,29,23,19,71
737031165,19,14,17,50
737031166,24,28,17,69
737031167,19,23,21,63
737031168,18,19,20,57
737031169,30,22,24,76
737031170,23,26,22,71
737031171,24,27,25,76
737031172,24,20,15,59
737031173,20,17,14,51
737031174,18,26,23,67
737031175,25,21,21,67
737031176,13,16,20,49
737031177,19,23,15,57
737031178,27,-,23,-
737031179,31,34,31,96
737031180,29,28,23,80
737031181,27,28,29,84
737031182,46,50,27,123
737031183,21,13,19,53
737031184,18,17,19,54
737031185,17,20,16,53
737031186,16,11,16,43
737031188,18,22,15,55
737031189,20,32,23,75
737031190,25,10,15,50
737031191,25,17,16,58
737031192,27,20,20,67
737031193,16,14,20,50
737031194,13,14,22,49
737031195,13,23,20,56
737031196,37,37,23,97
737031197,46,45,25,116
737031198,15,20,16,51
737031199,13,26,15,54
737031200,12,21,10,43
737031201,34,28,24,86
737031202,32,39,-,-
737031203,41,29,27,97
737031204,15,23,19,57
737031205,18,14,13,45
737031206,19,21,19,59
737031207,25,23,16,64
737031208,20,26,24,70
737031209,22,26,17,65
737031210,29,26,17,72
737031211,22,20,15,57
737031212,18,17,19,54
737031213,35,46,30,111
737031214,23,19,21,63
737031215,18,13,20,51
737031216,34,35,21,90
737031217,19,21,19,59
737031218,11,16,14,41
737031219,14,29,20,63
737031220,20,18,18,56
737031221,17,29,19,65
737031222,16,27,24,67
737031223,-,10,10,-
737031224,17,23,18,58
737031225,14,27,14,55
737031226,20,19,18,57
737031227,14,18,21,53
737031228,13,11,18,42
737031229,9,20,22,51
737031230,13,29,24,66
737031231,14,20,19,53
737031232,18,22,21,61
737031233,14,28,18,60
737031234,14,16,20,50
737031235,18,18,15,51
737031236,10,26,21,57
737031237,18,15,10,43
737031238,16,19,15,50
737031239,17,-,26,-
737031240,17,23,18,58
737031241,21,22,20,63
737031242,17,18,14,49
737031243,12,18,17,47
737031244,15,21,17,53
737031245,30,20,17,67
737031246,20,16,15,51
737031247,20,22,19,61
737031248,20,15,16,51
737031249,18,27,11,56
737031250,36,35,42,113
737031251,25,28,15,68
737031252,20,27,25,72
737031253,21,17,11,49
737031254,14,18,13,45
737031255,21,19,9,49
737031256,23,17,13,53
737031257,22,27,19,68
737031258,16,18,13,47
737031259,21,18,17,56
737031260,18,15,12,45
737031261,17,18,19,54
737031262,22,17,20,59
737031263,27,26,36,89
737031264,14,15,14,43
737031265,19,16,13,48
737031266,17,11,19,47
737031267,25,21,9,55
737031268,17,18,15,50
737031269,22,15,20,57
737031270,19,18,14,51
737031271,16,17,16,49
737031272,24,28,26,78
737031273,14,18,16,48
737031274,47,53,50,150
737031275,25,18,13,56
737031276,22,15,22,59
737031277,15,24,18,57
737031278,18,20,20,58
737031279,24,12,17,53
737031280,11,16,15,42
737031281,19,14,18,51
737031282,32,31,25,88
737031283,18,26,14,58
737031284,21,13,19,53
737031285,16,29,23,68
737031286,23,22,15,60
737031287,10,18,17,45
737031288,12,14,13,39
737031289,22,25,21,68
737031290,14,20,14,48
737031291,18,16,22,56
737031292,17,17,16,50
737031293,22,18,36,76
737031294,23,28,18,69
737031295,17,16,9,42
737031296,21,23,27,71
737031297,12,13,14,39
737031298,50,55,33,138
737031299,19,20,17,56
737031300,15,12,13,40
737031301,20,11,16,47
737031302,17,28,23,68
737031303,28,25,18,71
737031304,12,27,9,48
737031305,20,27,22,69
737031306,18,21,12,51
737031307,9,20,11,40
737031309,17,16,14,47
737031310,-,17,12,-
737031311,22,19,19,60
737031312,20,13,23,56
737031313,42,40,34,116
737031314,24,-,35,-
737031315,20,21,18,59
737031316,15,17,12,44
737031318,16,20,12,48
737031319,24,15,12,51
737031320,27,22,22,71
737031321,18,19,15,52
737031322,25,27,26,78
737031323,7,17,18,42
737031324,22,25,16,63
737031325,13,12,13,38
737031326,17,23,21,61
737031327,20,23,22,65
737031328,21,26,15,62
737031329,15,19,13,47
737031330,-,16,18,-
737031331,-,21,18,-
737031332,18,22,17,57
737031333,25,23,20,68
737031334,21,21,9,51
737031335,23,29,18,70
737031336,20,22,18,60
737031337,25,14,20,59
737031338,12,21,17,50
737031339,16,22,17,55
737031340,12,20,15,47
737031341,16,27,25,68
737031342,20,23,20,63
737031343,14,19,9,42
737031344,13,13,15,41
737031345,16,16,11,43
737031346,13,18,16,47
737031347,16,11,15,42
737031348,17,23,24,64
737031349,12,15,10,37
737031350,11,18,18,47
737031351,14,21,22,57
737031352,21,21,18,60
737031353,13,15,18,46
737031355,15,25,15,55
737031356,11,24,20,55
737031357,13,16,21,50
737031358,24,22,22,68
737031359,16,15,15,46
737031360,19,21,16,56
737031361,20,23,12,55
737031362,12,14,7,33
737031363,12,18,17,47
737031364,36,-,19,-
737031365,20,21,19,60
737031366,22,20,16,58
737031367,22,21,17,60
737031368,14,18,11,43
737031369,40,32,16,88
737031370,19,19,23,61
737031371,17,25,21,63
737031372,21,17,16,54
737031373,18,18,15,51
737031374,22,19,23,64
737031375,17,17,18,52
737031376,25,31,22,78
737031377,14,14,24,52
737031378,14,16,13,43
737031379,24,13,16,53
737031380,20,21,22,63
737031381,17,15,11,43
737031382,21,25,17,63
737031383,15,14,23,52
737031384,21,24,-,-
737031385,18,28,13,59
737031386,22,29,16,67
737031387,11,19,11,41
737031388,22,25,19,66
737031389,14,10,15,39
737031390,10,16,15,41
737031391,12,15,14,41
737031392,18,14,17,49
737031393,18,16,22,56
737031394,25,21,25,71
737031395,-,22,18,-
737031396,29,-,13,-
737031397,12,15,19,46
737031398,20,20,20,60
737031399,15,16,17,48
737031400,17,18,16,51
737031401,18,10,16,44
737031402,22,27,26,75
737031403,20,18,12,50
737031404,-,14,9,-
737031405,19,15,13,47
737031406,-,19,14,-
737031407,18,15,11,44
737031408,16,12,14,42
737031409,21,23,19,63
737031410,27,38,29,94
737031411,22,21,16,59
737031412,15,17,11,43
737031413,16,19,18,53
737031414,9,15,15,39
737031415,23,24,9,56
737031416,25,24,23,72
737031417,21,21,12,54
737031418,24,21,18,63
737031419,15,21,25,61
737031420,40,48,18,106
737031421,21,23,12,56
737031422,17,18,14,49
737031423,19,16,18,53
737031425,19,16,12,47
737031426,22,21,19,62
737031427,24,23,21,68
737031428,18,15,17,50
737031429,20,32,15,67
737031430,19,11,11,41
737031431,15,19,17,51
737031432,21,19,12,52
737031433,24,17,22,63
737031434,22,21,22,65
737031435,17,19,12,48
737031436,27,26,22,75
737031437,14,15,19,48
737031438,26,23,14,63
737031439,19,14,14,47
737031440,18,27,20,65
737031441,13,21,18,52
737031442,16,24,17,57
737031443,16,23,20,59
737031444,23,25,28,76
737031445,17,21,9,47
737031446,11,17,12,40
737031447,21,16,21,58
737031448,25,26,21,72
737031449,19,14,18,51
737031450,25,22,17,64
737031451,24,23,20,67
737031452,18,18,23,59
737031454,16,16,11,43
737031455,16,17,18,51
737031456,13,17,16,46
737031457,14,16,21,51
737031458,16,16,16,48
737031459,19,22,13,54
737031461,24,20,15,59
737031462,9,20,18,47
737031463,20,28,10,58
737031464,11,22,12,45
737031465,15,16,14,45
737031466,17,23,19,59
737031467,19,17,19,55
737031468,18,15,19,52
737031469,20,15,15,50
737031470,15,19,11,45
737031471,26,26,21,73
737031472,18,12,18,48
737031473,22,25,19,66
737031474,21,19,15,55
737031475,15,20,16,51
737031476,34,26,20,80
737031477,25,25,20,70
737031478,16,12,7,35
737031479,12,13,15,40
737031480,17,17,17,51
737031481,14,14,13,41
737031482,13,20,18,51
737031483,18,16,12,46
737031484,18,26,23,67
737031485,18,13,11,42
737031486,24,17,20,61
737031487,24,19,19,62
737031488,12,19,18,49
737031489,21,20,13,54
737031490,19,14,18,51
737031491,16,21,21,58
737031492,16,19,18,53
737031493,14,18,20,52
737031494,16,24,13,53
737031495,16,13,18,47
737031496,13,20,16,49
737031497,16,14,11,41
737031498,28,20,22,70
737031499,20,18,16,54
737031500,22,16,12,50
737031501,23,29,21,73
737031502,15,16,10,41
737031503,18,24,19,61
737031504,14,16,12,42
737031505,18,17,19,54
737031506,24,29,22,75
737031507,19,19,12,50
737031508,15,15,11,41
737031510,16,20,16,52
737031511,18,16,19,53
737031512,27,23,19,69
737031513,27,21,30,78
737031514,19,19,14,52
737031515,16,19,17,52
737031516,21,17,15,53
737031517,13,15,18,46
737031518,15,15,16,46
737031519,20,23,20,63
737031520,20,12,13,45
737031521,16,20,13,49
737031522,-,16,13,-
737031524,20,18,13,51
737031525,12,15,13,40
737031526,16,19,16,51
737031527,23,16,16,55
